0,iw8_ar_sierra552_variant_0,iw8_ar_sierra552,,,,,,,,,,,,,,,WEAPON/AR_SIERRA552,ui_loot_weapon_ar_sierra552,,,
1,iw8_ar_sierra552_variant_1,iw8_ar_sierra552,,rec|1 front|1 back|1 mag|1,,,,,,,,,,,,,WEAPON/AR_SIERRA552_V2,ui_loot_weapon_ar_sierra552_v2,,,
2,iw8_ar_sierra552_variant_2,iw8_ar_sierra552,,rec|2 mag|2,comp|5,barshort|1,laserrange|5,,reflexmini|3,,,stockno|1,,,,,WEAPON/AR_SIERRA552_V3,ui_loot_weapon_ar_sierra552_v3,,,
3,iw8_ar_sierra552_variant_3,iw8_ar_sierra552,,rec|3 back|3 mag|3,silencer2|10,barcust|1,laserbalanced|14,,scope|11,,pistolgrip03|1,,,,,,WEAPON/AR_SIERRA552_V4,ui_loot_weapon_ar_sierra552_v4,,,
4,iw8_ar_sierra552_variant_4,iw8_ar_sierra552,,rec|4 front|4 back|4 mag|4,comp|6,barmid|1,laserbalanced|5,,,xmagslrg|1,,stockh|1,,,,,WEAPON/AR_SIERRA552_V5,ui_loot_weapon_ar_sierra552_v5,,,
5,iw8_ar_sierra552_variant_5,iw8_ar_sierra552,iw8_ar_sierra552_mpmtx,rec|5 front|5 back|5 mag|5,,barlong|1,laserbalanced|7,,hybrid4|8,xmags|1,pistolgrip03|2,,,,,,WEAPON/AR_SIERRA552_V6,ui_loot_weapon_ar_sierra552_v6,,purple,
6,iw8_ar_sierra552_variant_6,iw8_ar_sierra552,,rec|6 front|6 back|6 mag|6,comp|1,barmid|3,,gripangpro|1,,xmags|3,,stockno|2,,,,,WEAPON/AR_SIERRA552_V7,ui_loot_weapon_ar_sierra552_v7,,,
7,iw8_ar_sierra552_variant_7,iw8_ar_sierra552,,rec|7 front|7 back|7 mag|7,comp|2,,laserbalanced|9,gripang|15,,,,,fastreload,,,,WEAPON/AR_SIERRA552_V8,ui_loot_weapon_ar_sierra552_v8,,,
8,iw8_ar_sierra552_variant_8,iw8_ar_sierra552,,rec|8 front|8 back|8 mag|8,,barmid|2,,,,xmags|2,pistolgrip01|1,stockh|2,,,,,WEAPON/AR_SIERRA552_V9,ui_loot_weapon_ar_sierra552_v9,,,
9,iw8_ar_sierra552_variant_9,iw8_ar_sierra552,,rec|9 front|9 back|9 mag|9,silencer3|4,barshort|2,,,,xmagslrg|2,pistolgrip01|2,,,,,,WEAPON/AR_SIERRA552_V10,ui_loot_weapon_ar_sierra552_v10,,,
10,iw8_ar_sierra552_variant_10,iw8_ar_sierra552,,rec|1 front|1 back|1 mag|1,,,,,,,,,,,,,WEAPON/AR_SIERRA552_V11,ui_loot_weapon_ar_sierra552_v11,,,
11,iw8_ar_sierra552_variant_11,iw8_ar_sierra552,,rec|11 front|11 back|11 mag|11,silencer2|13,barmid|4,,,reflex3|11,,pistolgrip01|3,,,,,,WEAPON/AR_SIERRA552_V12,ui_loot_weapon_ar_sierra552_v12,,,
12,iw8_ar_sierra552_variant_12,iw8_ar_sierra552,,rec|12 front|12 back|12 mag|12,brake|12,barshort|3,,,reflex3|12,,,stockl|1,,,,,WEAPON/AR_SIERRA552_V13,ui_loot_weapon_ar_sierra552_v13,,,
13,iw8_ar_sierra552_variant_13,iw8_ar_sierra552,,rec|1 front|1 back|1 mag|1,,,,,,,,,,,,,WEAPON/AR_SIERRA552_V14,ui_loot_weapon_ar_sierra552_v14,,,
14,iw8_ar_sierra552_variant_14,iw8_ar_sierra552,,rec|1 front|1 back|1 mag|1,,,,,,,,,,,,,WEAPON/AR_SIERRA552_V15,ui_loot_weapon_ar_sierra552_v15,,,
15,iw8_ar_sierra552_variant_15,iw8_ar_sierra552,,rec|1 front|1 back|1 mag|1,,,,,,,,,,,,,WEAPON/AR_SIERRA552_V16,ui_loot_weapon_ar_sierra552_v16,,,
